gene_name_unique	gene_name	gene_id	seqnames	start	end	strand	exonic_length	logFC	AveExpr	t	P.Value	adj.P.Val	B
Abcg2	Abcg2	ENSMUSG00000029802	chr6	58584523	58695676	+	8153	-0.366926953342085	4.62330744560551	-8.12836816037325	3.79227541540826e-12	1.94762513930563e-09	17.3549009381617
Sdc4	Sdc4	ENSMUSG00000017009	chr2	164424247	164443887	-	2547	-0.458027012143837	6.17302145268755	-8.10520507590907	4.21611633407633e-12	2.08510375588597e-09	17.2106695795651
Sphk2	Sphk2	ENSMUSG00000057342	chr7	45709467	45718002	-	4159	0.262883338350054	4.87215895484104	8.0373178737638	5.75046239941547e-12	2.74235444354981e-09	16.9446558599927
Slc1a5	Slc1a5	ENSMUSG00000001918	chr7	16781340	16798274	+	4173	-0.683020477202426	2.03684474079861	-7.9928811180506	7.04491283970756e-12	3.2438179706419e-09	16.0981020570569
Sgk1	Sgk1	ENSMUSG00000019970	chr10	21882184	21999903	+	4903	-1.20464834563527	6.37948898992035	-7.96685240042322	7.9341534646419e-12	3.53149170711211e-09	16.5939789984895
Sox9	Sox9	ENSMUSG00000000567	chr11	112782224	112787760	+	4135	0.372436170446731	5.15728307742352	7.95521870256552	8.36698983098268e-12	3.60401339397135e-09	16.5690069915665
Ankrd12	Ankrd12	ENSMUSG00000034647	chr17	65965698	66077089	-	13748	-0.198768468072623	6.55787473869483	-7.9323164911218	9.289071196892e-12	3.87615524037809e-09	16.4325779775221
Tor4a	Tor4a	ENSMUSG00000059555	chr2	25192966	25196886	-	3301	0.570492887448359	1.90077430328158	7.79586024569089	1.73059452019401e-11	7.00261473580321e-09	15.2285329103419
Zfp36l1	Zfp36l1	ENSMUSG00000021127	chr12	80107754	80113013	-	2990	0.371046502485145	5.34941145834322	7.77910209829139	1.86785719253625e-11	7.33573443880487e-09	15.7777192851759
Plin4	Plin4	ENSMUSG00000002831	chr17	56100591	56109803	-	6350	-2.33505654827623	2.41613424805624	-7.72051570754502	2.43871000695726e-11	9.30402706368579e-09	15.1019828714495
Fabp7	Fabp7	ENSMUSG00000019874	chr10	57784881	57788450	+	1250	0.648708837376096	4.51222939146501	7.71320683678775	2.5211625303033e-11	9.35141201864998e-09	15.5163232599677
Ncapd2	Ncapd2	ENSMUSG00000038252	chr6	125168007	125191701	-	6267	-0.302441956789019	4.77890735637733	-7.68714613313761	2.83841759144097e-11	1.02436189455436e-08	15.3940105867744
Polr3e	Polr3e	ENSMUSG00000030880	chr7	120917744	120947432	+	5024	-0.371118335879589	5.38583916623508	-7.66613120996408	3.12297337345508e-11	1.09739640673015e-08	15.275764704394
Sf3b1	Sf3b1	ENSMUSG00000025982	chr1	54985169	55027481	-	11370	-0.188180693559154	8.1034241891358	-7.61297823141669	3.97597798590514e-11	1.36131369348183e-08	15.030492431423
Dmpk	Dmpk	ENSMUSG00000030409	chr7	19083849	19093821	+	4330	-0.447267543822642	4.82849742016147	-7.56200527006087	5.01095311377855e-11	1.67278142320713e-08	14.8408714013886
Fam214a	Fam214a	ENSMUSG00000034858	chr9	74952884	75032468	+	6637	-0.442062364311147	6.22987586564321	-7.53905166187291	5.56074801634479e-11	1.81104068932322e-08	14.6825692367345
Srsf2	Srsf2	ENSMUSG00000034120	chr11	116849901	116853094	-	2958	-0.178474213727577	6.77935207109532	-7.47581898854466	7.40588011090096e-11	2.35454088383001e-08	14.3996234542335
Eva1a	Eva1a	ENSMUSG00000035104	chr6	82041043	82093099	+	2805	-0.418809093610562	3.72197269623661	-7.4328145135958	8.99736846115339e-11	2.79399676887863e-08	14.2740032684676
Atcay	Atcay	ENSMUSG00000034958	chr10	81204508	81230833	-	3996	0.166995071918024	7.84209622251073	7.33253830500123	1.41554236073436e-10	4.2196659709905e-08	13.7846326934293
Gba2	Gba2	ENSMUSG00000028467	chr4	43566928	43578873	-	4481	-0.20514333798076	6.35900452803227	-7.33152374538026	1.42203975656835e-10	4.2196659709905e-08	13.7602652755274
Mmp14	Mmp14	ENSMUSG00000000957	chr14	54431612	54445364	+	5960	0.578517333370501	4.39448087801579	7.30433964858925	1.60761931592984e-10	4.66663928817634e-08	13.7233627319114
Tns2	Tns2	ENSMUSG00000037003	chr15	102100413	102116401	+	5452	-0.444503715348938	5.08352949763627	-7.28893834470534	1.72325163235103e-10	4.89586788229432e-08	13.6278280079729
Aqp9	Aqp9	ENSMUSG00000032204	chr9	71110659	71168682	-	4143	0.632266784865862	0.953939465844337	7.25834531433328	1.97803822908793e-10	5.50265509854398e-08	12.4646775320117
Tsc22d3	Tsc22d3	ENSMUSG00000031431	chrX	140539528	140600659	-	4341	-0.606694753083374	6.34745103978865	-7.2486840882135	2.066031300884e-10	5.63014611442941e-08	13.3975562532348
Prpf38b	Prpf38b	ENSMUSG00000027881	chr3	108902805	108911727	-	6949	-0.266540786160479	5.83166485115485	-7.23180915776751	2.22916103171237e-10	5.95319745129106e-08	13.3338414495145
Bsg	Bsg	ENSMUSG00000023175	chr10	79704491	79711969	+	1814	0.202641599794475	8.63452385641943	7.21513655229648	2.40290167071732e-10	6.29136196256636e-08	13.2822288761246
Prr5	Prr5	ENSMUSG00000036106	chr15	84669620	84703673	+	1917	-0.574527332383122	3.497237898134	-7.1914488303686	2.67313068315752e-10	6.85041456682168e-08	13.2131066590446
Ramp2	Ramp2	ENSMUSG00000001240	chr11	101246028	101259546	+	3301	-0.445010634359301	3.48682420677796	-7.18766343355532	2.71902922220886e-10	6.85041456682168e-08	13.196464522729
Ccnd1	Ccnd1	ENSMUSG00000070348	chr7	144929931	144939925	-	4709	0.449541550249609	5.75422380002535	7.15404802584745	3.16255792054918e-10	7.82030294686911e-08	12.993134270537
Arhgef19	Arhgef19	ENSMUSG00000028919	chr4	141239499	141257564	+	4242	0.274871086952394	4.58487809911102	7.12861891159868	3.54520323231615e-10	8.60710886565775e-08	12.9480975248559
Slc16a12	Slc16a12	ENSMUSG00000009378	chr19	34668403	34747289	-	4170	-0.731836699045751	2.39904272998442	-7.10430071982633	3.95406191826492e-10	9.42831942760561e-08	12.5985871055643
Snx3	Snx3	ENSMUSG00000019804	chr10	42502030	42535381	+	1413	0.187993170983585	6.80995734244032	7.08093091220244	4.39102498954889e-10	1.02865538044643e-07	12.6581073102763
Pdia6	Pdia6	ENSMUSG00000020571	chr12	17266545	17284770	+	3745	0.338359175878916	6.45831651694984	7.05921501550395	4.83992648816665e-10	1.11426790338775e-07	12.5610972753435
Tnxb	Tnxb	ENSMUSG00000033327	chr17	34660457	34719815	+	13488	-0.894277639770458	3.65775374101711	-7.05315347959257	4.97317208678303e-10	1.12553842160701e-07	12.6291438769757
Net1	Net1	ENSMUSG00000021215	chr13	3882018	3918220	-	5217	-0.541383834257235	5.04856594485893	-7.03472939521582	5.40095402102888e-10	1.20198231737998e-07	12.5115410877436
Fkbp5	Fkbp5	ENSMUSG00000024222	chr17	28399094	28517527	-	9468	-0.627325943768736	5.28972731566115	-7.01780307685165	5.82608112264573e-10	1.27533870869981e-07	12.4254418437674
Usp2	Usp2	ENSMUSG00000032010	chr9	44067021	44095627	+	4818	-0.441599028870301	6.14879200142169	-7.01097438120811	6.00685581699808e-10	1.29370235039315e-07	12.3550569232806
Cables1	Cables1	ENSMUSG00000040957	chr18	11839220	11945630	+	3839	-0.341804443889689	4.86630171806102	-6.98988048941454	6.60119781837802e-10	1.39913959474288e-07	12.3295807320853
Map3k19	Map3k19	ENSMUSG00000051590	chr1	127814791	127855031	-	5345	0.524166457793471	2.6145438243	6.97279081109491	7.12525116014201e-10	1.486616855334e-07	12.1316907235852
Ugp2	Ugp2	ENSMUSG00000001891	chr11	21321138	21371201	-	3069	0.196587340397581	6.3689951092242	6.91233551085655	9.33299389816742e-10	1.88221538979455e-07	11.9191383158417
Hspa8	Hspa8	ENSMUSG00000015656	chr9	40800984	40810087	+	4301	0.272460315733257	10.1241381271776	6.90831917156668	9.50167887850101e-10	1.88221538979455e-07	11.9714506659121
Apbb3	Apbb3	ENSMUSG00000117679	chr18	36671154	36679366	-	3477	-0.231328759875927	5.34546683345778	-6.90725513871754	9.54687271631243e-10	1.88221538979455e-07	11.9376334551063
Exoc4	Exoc4	ENSMUSG00000029763	chr6	33249085	33973979	+	12640	0.15345212421837	6.41937043673899	6.90635760792953	9.58516037639701e-10	1.88221538979455e-07	11.8926918870147
Fam181a	Fam181a	ENSMUSG00000096753	chr12	103310975	103317065	+	1537	0.821970933217214	0.965367409545721	6.88052646244943	1.07548503613028e-09	2.08129734600689e-07	11.0412875122589
Ddx17	Ddx17	ENSMUSG00000055065	chr15	79527736	79546741	-	7643	-0.234024889029632	9.10370796100803	-6.8334346915804	1.32633698700593e-09	2.52812741093964e-07	11.6254716239096
Xdh	Xdh	ENSMUSG00000024066	chr17	73883895	73950196	-	9175	-0.815709578455489	3.05506802233935	-6.83041955317217	1.34424508482524e-09	2.52812741093964e-07	11.6273014682469
Ctsf	Ctsf	ENSMUSG00000083282	chr19	4855130	4860918	+	5041	-0.200622883258519	5.80009351489832	-6.81698703713554	1.42698570034752e-09	2.61397130141027e-07	11.5207053506189
Castor1	Castor1	ENSMUSG00000020424	chr11	4218225	4222409	+	1574	-0.5491288312884	1.64319879846482	-6.81666322328325	1.42904145138134e-09	2.61397130141027e-07	11.1237919815563
Crlf3	Crlf3	ENSMUSG00000017561	chr11	80046493	80080991	-	4261	-0.285160526290024	4.49208258753812	-6.80434924397594	1.5094363148515e-09	2.72371663678542e-07	11.5514107662588
S100a16	S100a16	ENSMUSG00000074457	chr3	90537254	90543151	+	1617	0.297319555549294	5.74432338322574	6.79605386151393	1.56610801481888e-09	2.78829870958354e-07	11.4315842038463
S1pr1	S1pr1	ENSMUSG00000045092	chr3	115710433	115715072	-	3046	0.308310043183747	7.30291709022183	6.7513264013023	1.91005668099522e-09	3.3559193238591e-07	11.2306137070259
Ccdc116	Ccdc116	ENSMUSG00000022768	chr16	17139064	17147229	-	4501	-0.595501388569984	1.69834357729453	-6.69971240425525	2.40087768644028e-09	4.16349607104377e-07	10.6833600491182
Usp53	Usp53	ENSMUSG00000039701	chr3	122931493	122984510	-	12572	-0.244318974304009	5.07278513947432	-6.68563979418072	2.55515480634123e-09	4.37422847808647e-07	10.997737271066
Rassf9	Rassf9	ENSMUSG00000044921	chr10	102512222	102549736	+	7326	0.569889836478773	1.74523468120089	6.67457613096958	2.68331113658034e-09	4.53547514009587e-07	10.6206920575966
Ttll8	Ttll8	ENSMUSG00000022388	chr15	88890633	88954418	-	3428	-0.627985793270655	2.9627841784	-6.66351550431672	2.81779847798841e-09	4.70325788457241e-07	10.9145358603203
Ncapd3	Ncapd3	ENSMUSG00000035024	chr9	27030175	27095315	+	7891	-0.278128559126615	5.21590981973508	-6.64609868870556	3.04323565432553e-09	5.01683033237146e-07	10.8183009418058
Bmpr1b	Bmpr1b	ENSMUSG00000052430	chr3	141837136	142169425	-	5962	0.218411282011231	5.04217231210587	6.64113850737907	3.11064738442577e-09	5.06542372246796e-07	10.8086133802755
Smtn	Smtn	ENSMUSG00000020439	chr11	3517523	3540612	-	4380	-0.643086585023303	4.03806817028151	-6.62005792893261	3.41404434464192e-09	5.49249808843417e-07	10.7898237768114
Nr1d1	Nr1d1	ENSMUSG00000020889	chr11	98767932	98775333	-	3077	-0.355887464799446	6.85498762217097	-6.61652064553924	3.46775144336408e-09	5.49770832983672e-07	10.6386927494762
Med12	Med12	ENSMUSG00000079487	chrX	101274030	101297465	+	7704	-0.295806967784232	5.62569116082596	-6.61444681684629	3.49962711028324e-09	5.49770832983672e-07	10.6553333839949
Ist1	Ist1	ENSMUSG00000031729	chr8	109671325	109693260	-	7006	-0.149654463691412	6.32036948211658	-6.59345726523151	3.83904016828505e-09	5.9607794612919e-07	10.5384252303251
Phyhipl	Phyhipl	ENSMUSG00000037747	chr10	70557682	70655965	-	9732	0.167102077270584	7.30027439642803	6.58186564454113	4.04025877869597e-09	6.10762993211267e-07	10.4993302018404
Xndc1	Xndc1	ENSMUSG00000099481	chr7	102065511	102083765	+	5278	-0.257498363194531	4.40743087036998	-6.58164249623978	4.04423318477528e-09	6.10762993211267e-07	10.6024664885137
Sema4c	Sema4c	ENSMUSG00000026121	chr1	36548639	36558349	-	4593	0.218550194336911	4.24689477932752	6.58015427750049	4.07083849290817e-09	6.10762993211267e-07	10.6051579942832
Cct7	Cct7	ENSMUSG00000030007	chr6	85451514	85468475	+	6778	0.170538574053721	7.14728186432526	6.5670773941277	4.31219904321741e-09	6.29191839758254e-07	10.4322166054156
Ahsa1	Ahsa1	ENSMUSG00000021037	chr12	87266479	87273998	+	4377	0.208607045539601	6.51839632697221	6.56510548327281	4.34980431520164e-09	6.29191839758254e-07	10.4149735236816
Tmem150a	Tmem150a	ENSMUSG00000055912	chr6	72355447	72359762	+	1548	-0.42529053117737	3.46865463205465	-6.56419939041043	4.36719269017046e-09	6.29191839758254e-07	10.5540237619554
Bcl6b	Bcl6b	ENSMUSG00000000317	chr11	70224128	70229798	-	3719	0.795035720141508	1.13192390226071	6.56193987902891	4.41085435962665e-09	6.29191839758254e-07	9.91991025221779
Cd163	Cd163	ENSMUSG00000008845	chr6	124304656	124330527	+	5461	-1.02408925052984	1.10540292803916	-6.5609935330293	4.42926929808102e-09	6.29191839758254e-07	9.86092704795436
Smarcd2	Smarcd2	ENSMUSG00000078619	chr11	106263179	106272972	-	3589	-0.271678570781895	4.15638322196713	-6.51670549975685	5.38181184395559e-09	7.52447852140141e-07	10.3440637293338
Prodh	Prodh	ENSMUSG00000003526	chr16	18060357	18090203	-	7797	-0.381775699623237	5.22975013314762	-6.51553153713939	5.40964530857886e-09	7.52447852140141e-07	10.2576759013608
Vti1a	Vti1a	ENSMUSG00000024983	chr19	55316295	55627309	+	12304	0.153544243639723	6.1578629833218	6.50597376094112	5.64161929508241e-09	7.70187016439901e-07	10.1650463622173
Dennd6b	Dennd6b	ENSMUSG00000015377	chr15	89182213	89196496	-	5896	-0.37489160808004	6.17610107897501	-6.50553357152136	5.65253707864228e-09	7.70187016439901e-07	10.1650511299041
Il15ra	Il15ra	ENSMUSG00000023206	chr2	11705290	11734317	+	4446	-0.449368597267879	3.06666058841817	-6.49141785135647	6.01395481695789e-09	8.11154936069078e-07	10.2206075734469
Plekha1	Plekha1	ENSMUSG00000040268	chr7	130865756	130913312	+	8527	-0.248870311553581	6.97694474205385	-6.48288890309478	6.24332194960397e-09	8.33670779930619e-07	10.0671423575294
Dll4	Dll4	ENSMUSG00000027314	chr2	119325784	119335962	+	3852	0.574736027264058	1.99870187489719	6.45758264201432	6.97608950194184e-09	9.22294288311183e-07	9.8774233663352
Cnpy2	Cnpy2	ENSMUSG00000025381	chr10	128322459	128327553	+	1740	0.238287156334744	4.52452870727484	6.4293584269592	7.89409006249052e-09	1.02435902203757e-06	9.94418027421622
Nrbp2	Nrbp2	ENSMUSG00000075590	chr15	76085518	76091627	-	3894	-0.312896925919887	7.2305627385446	-6.42858003941411	7.92103293959008e-09	1.02435902203757e-06	9.84001819131493
Leo1	Leo1	ENSMUSG00000042487	chr9	75441524	75466432	+	4846	0.273885445205234	4.63455040595982	6.42693617852346	7.97823247898651e-09	1.02435902203757e-06	9.92474333353251
Ggnbp2	Ggnbp2	ENSMUSG00000020530	chr11	84832361	84870817	-	4726	-0.136562185033331	6.57611422195518	-6.41330269627131	8.46864797915591e-09	1.0769700615778e-06	9.76500778594221
Hnrnpdl	Hnrnpdl	ENSMUSG00000029328	chr5	100033577	100039664	-	4818	-0.227097032367632	7.32983619582605	-6.41059498413156	8.56954139040795e-09	1.07951968100111e-06	9.76638007446826
Gpcpd1	Gpcpd1	ENSMUSG00000027346	chr2	132529082	132587729	-	7289	-0.344460629996626	7.01999134109858	-6.39547598462179	9.15515248844713e-09	1.13562117243103e-06	9.69488814480718
Tcerg1	Tcerg1	ENSMUSG00000024498	chr18	42511487	42575793	+	8302	-0.202737736874536	6.23545573328834	-6.39473166435531	9.18498364581376e-09	1.13562117243103e-06	9.68877744403403
Calr	Calr	ENSMUSG00000003814	chr8	84841850	84846934	-	2880	0.280753102573144	8.32297106317944	6.38094048330866	9.75544038797576e-09	1.19508619725358e-06	9.66585069133729
Safb	Safb	ENSMUSG00000071054	chr17	56584825	56606294	+	7268	-0.161189071705705	6.99474302162895	-6.35952029680219	1.07116933256e-08	1.3003021906976e-06	9.54107939761582
Gpt2	Gpt2	ENSMUSG00000031700	chr8	85492576	85527560	+	5643	-0.266939194678792	6.05616564430334	-6.3481241055041	1.12576563791359e-08	1.35426563631173e-06	9.49527236812061
Map7	Map7	ENSMUSG00000019996	chr10	20148471	20281590	+	7935	-0.37547156683177	7.63243590319511	-6.31874217294426	1.27955164311691e-08	1.52552259736965e-06	9.38278584803943
Alpk1	Alpk1	ENSMUSG00000028028	chr3	127670310	127780527	-	6868	-0.372503515563304	3.03370303128299	-6.3068561930294	1.34750905737098e-08	1.59232641089157e-06	9.45481848068326
Rsrp1	Rsrp1	ENSMUSG00000037266	chr4	134923592	134927671	+	3349	-0.344877329372252	8.05691175324439	-6.30183774341094	1.37726228123839e-08	1.61320905626107e-06	9.32275818954345
Ndst2	Ndst2	ENSMUSG00000039308	chr14	20723730	20734562	-	4546	-0.218688749522623	4.07457540003987	-6.28678135895116	1.47048175793924e-08	1.70742112293588e-06	9.38155040901735
Sgms1	Sgms1	ENSMUSG00000040451	chr19	32122727	32389714	-	10546	-0.242120508856063	5.70302248776173	-6.28228324465306	1.49952244983239e-08	1.72613131660448e-06	9.23292823607723
Gosr2	Gosr2	ENSMUSG00000020946	chr11	103676849	103697898	-	3266	0.126375701624694	6.38397706145312	6.2776365023609	1.5301181897358e-08	1.74629642628566e-06	9.18835983898112
Gramd3	Gramd3	ENSMUSG00000001700	chr18	56400337	56503792	+	5679	0.282904441005615	4.49362990092433	6.26444118025251	1.62040605956226e-08	1.83366797570635e-06	9.25215306961
Cyth1	Cyth1	ENSMUSG00000017132	chr11	118132019	118248592	-	3905	-0.235025263717948	7.22222023576726	-6.25294191091234	1.70337054482518e-08	1.91135351975215e-06	9.09408660077044
Lims2	Lims2	ENSMUSG00000024395	chr18	31922290	31958619	+	3060	-0.293227967898768	4.24061970134461	-6.23678932046334	1.82704247198243e-08	2.03304151069845e-06	9.16173600689267
Elmod3	Elmod3	ENSMUSG00000056698	chr6	72565922	72598413	-	3560	-0.185802225406799	4.53351236274165	-6.22302666999691	1.93938862074328e-08	2.14021952502355e-06	9.07621951381836
Gskip	Gskip	ENSMUSG00000044715	chr12	105684829	105703023	+	4309	0.183036318544995	4.78735134223928	6.21311473484587	2.02450406895305e-08	2.21583629776476e-06	9.01077763463845
Smim3	Smim3	ENSMUSG00000038059	chr18	60474191	60501987	-	6828	-0.51164969203849	2.87872407048659	-6.17680911332755	2.36899118565373e-08	2.57179994325481e-06	8.91487228960522
Rps6kb2	Rps6kb2	ENSMUSG00000024830	chr19	4153991	4163354	-	5167	-0.336240487480688	5.04706409504357	-6.15610207298497	2.59077473322688e-08	2.78988830748214e-06	8.75208155887254
Spaar	Spaar	ENSMUSG00000028475	chr4	43730034	43759462	+	5195	0.63179071343639	1.4161961873952	6.149920235967	2.66087525572333e-08	2.84245338317389e-06	8.47045578856891
Txnl4a	Txnl4a	ENSMUSG00000057130	chr18	80206795	80225855	+	4507	0.234845315711855	4.16514346071032	6.13843738604104	2.7960961072211e-08	2.96319613648598e-06	8.754617955222
Itgad	Itgad	ENSMUSG00000070369	chr7	128154376	128223816	+	4510	-1.29713636407201	1.19277217840662	-6.13062579993435	2.89194111937794e-08	3.04063698953178e-06	8.24579735532344
Clock	Clock	ENSMUSG00000029238	chr5	76209868	76304792	-	13727	0.133584175179595	6.81949535619727	6.10005828773325	3.29919551664407e-08	3.44173107294908e-06	8.4419660306059
Xkr7	Xkr7	ENSMUSG00000042631	chr2	153031852	153055775	+	2711	0.579516233684429	2.06655449624117	6.08274156088689	3.55451933096158e-08	3.67934082374651e-06	8.40444699013249
Ahnak	Ahnak	ENSMUSG00000069833	chr19	8989284	9076914	+	19938	-0.436016540642613	5.95052882532463	-6.07797153934236	3.62821355275637e-08	3.70030090135991e-06	8.36185092379448
Hdgfl2	Hdgfl2	ENSMUSG00000002833	chr17	56079634	56100607	+	4876	-0.17313937292402	6.37287066335211	-6.07784485988586	3.63019110370815e-08	3.70030090135991e-06	8.34735826161324
Mxd4	Mxd4	ENSMUSG00000037235	chr5	34173883	34187720	-	8483	-0.207583021371648	6.73840611226269	-6.07164074239366	3.72835483623965e-08	3.77156985820516e-06	8.32201823201044
Kif26a	Kif26a	ENSMUSG00000021294	chr12	112146208	112181747	+	6918	0.309628749185397	3.99265576769551	6.06408686463233	3.85141805233321e-08	3.86676580848161e-06	8.4593531492207
Tagln3	Tagln3	ENSMUSG00000022658	chr16	45711230	45724608	-	1240	0.194318385166295	7.57282707330703	6.06049754865549	3.91128993666828e-08	3.87413292932333e-06	8.29495005975809
Hsp90b1	Hsp90b1	ENSMUSG00000020048	chr10	86690209	86705509	-	4032	0.247189052088082	8.01910702932747	6.06017099999482	3.91678233699281e-08	3.87413292932333e-06	8.30603219603511
Crem	Crem	ENSMUSG00000063889	chr18	3266048	3337748	-	5895	0.295352821471201	4.06623491026322	6.05216378094816	4.05386791276557e-08	3.9802425175852e-06	8.40579876122323
Emp2	Emp2	ENSMUSG00000022505	chr16	10281749	10313968	-	8644	0.291285889787788	4.68372823395207	6.03446001727473	4.37399467196293e-08	4.26320809158548e-06	8.27559919074271
Rab34	Rab34	ENSMUSG00000002059	chr11	78188430	78192193	+	2385	-0.376872592191724	3.78012397747699	-6.02299773983751	4.59443567730622e-08	4.44561591297609e-06	8.30592584593403
Dclre1b	Dclre1b	ENSMUSG00000027845	chr3	103800605	103809444	-	8405	-0.316991076543236	2.99326766591297	-6.00913096935371	4.87581382844447e-08	4.65209728591512e-06	8.24810382299885
Rhbdf1	Rhbdf1	ENSMUSG00000020282	chr11	32209585	32222300	-	5433	-0.350333469462445	3.88735955009107	-6.00904990108736	4.87750782616728e-08	4.65209728591512e-06	8.24443043529658
Wnk4	Wnk4	ENSMUSG00000035112	chr11	101260567	101277409	+	4148	-0.627115482970297	2.85536916869845	-6.00462638421248	4.97082705470696e-08	4.70747898308525e-06	8.21023422031039
Nckap5l	Nckap5l	ENSMUSG00000023009	chr15	99422035	99457748	-	5002	-0.185011534944338	4.997744696407	-5.99832705130656	5.10676657405107e-08	4.80215873685239e-06	8.09629415897116
Arhgdia	Arhgdia	ENSMUSG00000025132	chr11	120578104	120581624	-	2258	0.164906708888865	8.08904096466161	5.99503620118009	5.17923502043276e-08	4.83624651942928e-06	8.03624529452341
Clcn2	Clcn2	ENSMUSG00000022843	chr16	20702964	20717746	-	6022	-0.330977235242141	5.94586643339641	-5.98553091587312	5.39429878356014e-08	5.00208830950545e-06	7.97481039563196
