gene_name_unique	gene_name	gene_id	seqnames	start	end	strand	exonic_length	logFC	AveExpr	t	P.Value	adj.P.Val	B
Spred2	Spred2	ENSMUSG00000045671	chr11	19924375	20024026	+	4619	0.318241205176735	6.58022044219157	6.55752252057363	4.4974659651702e-09	5.00455525274314e-06	10.5295062107729
Fam43b	Fam43b	ENSMUSG00000078235	chr4	138394092	138396528	-	2437	0.358369151371166	4.31383846509954	6.51699133714427	5.37505642602175e-09	5.52100988128219e-06	10.2708779673474
Gadd45a	Gadd45a	ENSMUSG00000036390	chr6	67035096	67037457	-	1764	0.59158155002875	2.41726619079509	6.39958860574122	8.99204533972425e-09	8.06694467482145e-06	8.96380977631201
Nuak1	Nuak1	ENSMUSG00000020032	chr10	84370905	84440597	-	5625	0.376171258650426	6.35296475139559	6.39781713932007	9.06194638825146e-09	8.06694467482145e-06	9.86123558807121
Nol4l	Nol4l	ENSMUSG00000061411	chr2	153407462	153529971	-	9083	0.212409764243202	6.17777558161142	6.29441855515833	1.42244286328842e-08	1.18711747209314e-05	9.43140134276832
Sbk1	Sbk1	ENSMUSG00000042978	chr7	126248862	126295016	+	4478	0.321394086878275	6.58387606551368	6.21564460711666	2.00243506725135e-08	1.5728538501769e-05	9.10527095846487
Pdgfb	Pdgfb	ENSMUSG00000000489	chr15	79995874	80014977	-	4161	0.338076495963809	4.89421357629303	6.1837781963671	2.29865264264659e-08	1.64434494853903e-05	8.96229261682156
Serinc2	Serinc2	ENSMUSG00000023232	chr4	130253495	130279205	-	2319	0.803679065316896	3.03172358529159	6.17968208874595	2.3397404345272e-08	1.64434494853903e-05	8.54222831235051
N4bp3	N4bp3	ENSMUSG00000001053	chr11	51643063	51650842	-	2728	0.332839867359229	3.77113631969053	6.11019898620275	3.1581761525105e-08	2.02164225213364e-05	8.52230979451524
Arntl	Arntl	ENSMUSG00000055116	chr7	113207465	113314126	+	7523	0.365195436272541	5.46801152800716	6.10864475656669	3.17939693662896e-08	2.02164225213364e-05	8.66663521976508
Jade2	Jade2	ENSMUSG00000020387	chr11	51813455	51857653	-	10760	0.199583300418621	6.42027352267928	5.97112188278104	5.73721961928855e-08	3.48223152619818e-05	8.1023503356103
Samd4b	Samd4b	ENSMUSG00000109336	chr7	28399522	28598144	-	4672	0.161848978189664	6.53298036868753	5.87642916408562	8.59092209897347e-08	4.98759055598229e-05	7.71799757127907
Homer1	Homer1	ENSMUSG00000007617	chr13	93299635	93405129	+	11976	0.592647299781768	7.30453500701431	5.79215488806115	1.2281101452363e-07	6.83289782055848e-05	7.38224848009251
Dnajb5	Dnajb5	ENSMUSG00000036052	chr4	42949814	42959425	+	5936	0.452622844547881	7.04238882840487	5.7747900379815	1.32164131030513e-07	7.05915056660177e-05	7.31037198251135
Wwtr1	Wwtr1	ENSMUSG00000027803	chr3	57455649	57575910	-	4779	0.209772268182642	4.58120888132747	5.73968564568411	1.53265671852024e-07	7.87137121630799e-05	7.16996231659954
Rbm11	Rbm11	ENSMUSG00000032940	chr16	75592844	75602829	+	2754	-0.333135869382374	2.85339261228124	-5.67757320315884	1.9902450555303e-07	9.84286749129486e-05	6.50973134036831
Trak1	Trak1	ENSMUSG00000032536	chr9	121297502	121474918	+	12568	0.155853628007575	7.90268421889399	5.64551470263069	2.27657988336588e-07	0.000108568468509231	6.7997292961042
Gfod1	Gfod1	ENSMUSG00000051335	chr13	43195245	43304172	-	7208	0.358546075932397	7.0495261622014	5.6368482104628	2.36070645673887e-07	0.000108698321782187	6.75962502565365
Nes	Nes	ENSMUSG00000004891	chr3	87971078	87980451	+	6416	0.410700838053762	4.12649850044464	5.5090389786055	4.0210157528042e-07	0.000178975411157315	6.24745350793292
Socs7	Socs7	ENSMUSG00000038485	chr11	97362435	97398542	+	7381	0.191977799691387	7.1563141379387	5.50012457576553	4.17242515807812e-07	0.000179723848825216	6.21924367690466
Slc7a1	Slc7a1	ENSMUSG00000041313	chr5	148327410	148399904	-	11530	0.163499763756035	6.15258453895976	5.46643604195665	4.79687103634933e-07	0.000200164434213665	6.08413952999296
Mpg	Mpg	ENSMUSG00000020287	chr11	32226505	32232700	+	3752	-0.199326405400253	3.88782347062469	-5.3378598076181	8.1414756376295e-07	0.000329433709664444	5.56344008391364
Dio2	Dio2	ENSMUSG00000007682	chr12	90724552	90738438	-	5815	0.43743180584983	6.43765049277213	5.31846231171053	8.81378319010442e-07	0.000346148373345483	5.50596183558554
P4ha1	P4ha1	ENSMUSG00000019916	chr10	59323296	59373304	+	4114	0.29301722304179	5.85601432082465	5.30843104302893	9.18251378144536e-07	0.000350326018638971	5.47269413904512
Trim9	Trim9	ENSMUSG00000021071	chr12	70244533	70347614	-	14203	0.222255042229849	8.46024088747102	5.25469140333643	1.14305753857949e-06	0.00041075492640068	5.27878036964096
Map3k13	Map3k13	ENSMUSG00000033618	chr16	21794346	21933439	+	8714	0.212967451339657	5.35069909141092	5.25272555332516	1.15223005487547e-06	0.00041075492640068	5.27081397323664
Lrrc75a	Lrrc75a	ENSMUSG00000046417	chr11	62604884	62648523	-	2089	0.397590384526323	3.52029478517275	5.2491860217699	1.1689273723677e-06	0.00041075492640068	5.19192143727031
Ier5	Ier5	ENSMUSG00000056708	chr1	155096361	155099636	-	3276	0.610123536312551	5.52181758628007	5.23781651240117	1.22418096695518e-06	0.000415327964282928	5.20719143282696
Polr2a	Polr2a	ENSMUSG00000005198	chr11	69733997	69758637	-	7067	-0.158465482688961	6.78936846719073	-5.23049734532938	1.26109557053516e-06	0.000415327964282928	5.16721670153229
Arhgap25	Arhgap25	ENSMUSG00000030047	chr6	87458545	87533259	-	4434	0.662601199796404	2.82865153939616	5.22774594049458	1.27525249274321e-06	0.000415327964282928	4.96874906641759
Ppp6r1	Ppp6r1	ENSMUSG00000052296	chr7	4631495	4659019	-	4887	0.134009829832994	7.4300857512752	5.21839196247207	1.32455556931557e-06	0.000421114059930258	5.12813836550157
Spred1	Spred1	ENSMUSG00000027351	chr2	117121374	117182279	+	6784	0.195180168296441	7.62304708842532	5.21243309435864	1.35693176490362e-06	0.000421374647831582	5.10837139821512
Tet3	Tet3	ENSMUSG00000034832	chr6	83362373	83459084	-	16695	0.205387321523564	6.39758939502629	5.19936218330577	1.43068727852709e-06	0.000434181073413006	5.04657944328607
Trib2	Trib2	ENSMUSG00000020601	chr12	15791727	15816922	-	4335	0.243627078158918	5.67570259711983	5.19332255158985	1.46607928655921e-06	0.000435034593631669	5.03419019085992
Gramd4	Gramd4	ENSMUSG00000035900	chr15	86057695	86137634	+	5567	0.162816928944317	5.840827108776	5.1665044833821	1.63386181873027e-06	0.000474281670989246	4.92776808275034
Ctsf	Ctsf	ENSMUSG00000083282	chr19	4855130	4860918	+	5041	-0.143869239069677	5.80009351489832	-5.13395035329059	1.86290809186265e-06	0.000529264079800892	4.80683856915605
Mllt1	Mllt1	ENSMUSG00000024212	chr17	56892611	56935415	-	3918	0.208556964610846	6.38739569061672	5.12314623383674	1.94565055179336e-06	0.000541255662877016	4.75536780301905
Brca2	Brca2	ENSMUSG00000041147	chr5	150522630	150570329	+	13643	-0.35632292260021	2.53838309029301	-5.09209396553054	2.20398481953863e-06	0.000600608352965292	4.2915411665863
Ptpn1	Ptpn1	ENSMUSG00000027540	chr2	167932057	167979385	+	5533	0.204085693898594	5.81754535813008	5.07366363953369	2.37286602810586e-06	0.00063369760146595	4.5770938768298
Lsr	Lsr	ENSMUSG00000001247	chr7	30957770	30973464	-	2172	0.300297387280275	3.25417463831635	5.06147532339298	2.49143078668359e-06	0.000652315201854627	4.46401118530334
Nr2e1	Nr2e1	ENSMUSG00000019803	chr10	42561963	42583632	-	3711	0.336333847867901	4.01976695226561	5.04534501627368	2.65727826328862e-06	0.000682358397109481	4.50091792022984
Ccn4	Ccn4	ENSMUSG00000005124	chr15	66891320	66923201	+	5565	0.732009607442168	1.78906067331974	5.02808743143183	2.84665891464936e-06	0.000717196914854962	3.81074391610082
Xbp1	Xbp1	ENSMUSG00000020484	chr11	5520659	5525893	+	3248	0.191213033160269	5.89953822436624	5.00615096727992	3.10649820741372e-06	0.000768167973399914	4.31880428515025
Zfp180	Zfp180	ENSMUSG00000057101	chr7	24081924	24107713	+	4560	0.221852370561055	5.82338760827366	4.99210237443515	3.28492333857973e-06	0.000797519660728275	4.26891503027225
Lrsam1	Lrsam1	ENSMUSG00000026792	chr2	32925216	32961614	-	5145	-0.165497358239282	5.37799910644895	-4.98440060732461	3.38694668718241e-06	0.000807605341320477	4.25638227889236
Klf10	Klf10	ENSMUSG00000037465	chr15	38291463	38300706	-	4179	0.625455446982514	4.57476085746059	4.97763946507875	3.47905470807139e-06	0.000815014342401357	4.25466388842923
T2	T2	ENSMUSG00000058159	chr17	8355992	8423513	+	2862	-0.526332819202687	3.24864397091854	-4.97278647067476	3.54667059615003e-06	0.000816529180523989	4.10405341758448
Lrp8	Lrp8	ENSMUSG00000028613	chr4	107801869	107876840	+	12689	0.176453925895325	6.64251068898735	4.95304275324537	3.83522630409146e-06	0.000867996217602259	4.11359349294252
Elfn2	Elfn2	ENSMUSG00000043460	chr15	78667331	78718771	-	8112	0.174291220421193	7.98031908047444	4.92733471598239	4.24548199606922e-06	0.000928983790887369	4.03632108075235
Klf11	Klf11	ENSMUSG00000020653	chr12	24651274	24662789	+	4340	-0.302698200317248	3.09454849363742	-4.92310584608526	4.31694713873594e-06	0.000928983790887369	3.92030465891864
Sh2d3c	Sh2d3c	ENSMUSG00000059013	chr2	32721055	32755512	+	5233	-0.244926722420455	4.5754622610983	-4.92298433869306	4.31901778117898e-06	0.000928983790887369	4.05705535378971
Znrf1	Znrf1	ENSMUSG00000033545	chr8	111536097	111626030	+	7018	0.174356788036533	7.24572531414813	4.91925848763206	4.3829835112637e-06	0.000928983790887369	3.99458711816693
Zfp106	Zfp106	ENSMUSG00000027288	chr2	120506820	120563843	-	10429	0.109576514461295	8.40756479433123	4.90972280708688	4.55093083897312e-06	0.000949509054575126	3.97731963474756
Dnajc10	Dnajc10	ENSMUSG00000027006	chr2	80315466	80354043	+	5004	-0.107574386419245	6.42534815007567	-4.89069434639924	4.90503556852783e-06	0.00100764522994696	3.88127486692985
Abcb8	Abcb8	ENSMUSG00000028973	chr5	24393663	24410054	+	4739	-0.0835612470214269	5.56747963095739	-4.88427202897487	5.03050648505953e-06	0.00101776292568182	3.87704937334394
Wwc1	Wwc1	ENSMUSG00000018849	chr11	35838400	35980527	-	4960	0.207088971923143	6.94435452935906	4.86209115784526	5.48837699238209e-06	0.0010883293701052	3.77837583216861
Ciart	Ciart	ENSMUSG00000038550	chr3	95878503	95882251	-	2261	-0.465238016647753	3.79484257412875	-4.85954296776133	5.54351024081195e-06	0.0010883293701052	3.77423296860218
Msl1	Msl1	ENSMUSG00000052915	chr11	98795516	98807859	+	5433	0.149671737321896	6.50331396834857	4.85282403056517	5.69148344405151e-06	0.0010883293701052	3.7403224728424
Otub2	Otub2	ENSMUSG00000021203	chr12	103388682	103406350	+	3695	0.303293381168261	4.63586041126904	4.85220476497963	5.70531385511601e-06	0.0010883293701052	3.79409872238178
Lrfn2	Lrfn2	ENSMUSG00000040490	chr17	48932379	49097588	+	3202	0.266036130087524	4.71681141519874	4.82840007658121	6.26250820583836e-06	0.00117779256440225	3.70484309275059
Cdkn1a	Cdkn1a	ENSMUSG00000023067	chr17	29090976	29100727	+	3553	0.514945967435756	4.23244326421815	4.82306364200148	6.39450752704614e-06	0.00118591470845343	3.69674969983103
Zfand3	Zfand3	ENSMUSG00000044477	chr17	30004733	30210828	+	4392	0.11564090803528	6.3720584503702	4.81317271680685	6.64636752293759e-06	0.00119579684581333	3.5941647127632
Gng12	Gng12	ENSMUSG00000036402	chr6	66896397	67021350	+	4727	0.149038956378536	6.33111541291801	4.81052215183268	6.71548594841608e-06	0.00119579684581333	3.58460556995441
Hmgcr	Hmgcr	ENSMUSG00000021670	chr13	96648967	96670936	-	7275	0.222444949995911	6.88497614978236	4.81048535158917	6.71645049322246e-06	0.00119579684581333	3.58708741354953
Mprip	Mprip	ENSMUSG00000005417	chr11	59661305	59780860	+	13327	0.10380585905906	8.78200135880233	4.79201842618976	7.21788680307048e-06	0.00126816371686053	3.54923107495169
Xkr7	Xkr7	ENSMUSG00000042631	chr2	153031852	153055775	+	2711	0.433907816483656	2.06655449624117	4.78670511265182	7.36879018811653e-06	0.00127786305690805	3.13552891003427
Mccc2	Mccc2	ENSMUSG00000021646	chr13	99948530	100015639	-	2802	-0.213946602817897	4.83989124620747	-4.78131503017553	7.52501076484528e-06	0.00128822395824332	3.53437286621816
Tcf20	Tcf20	ENSMUSG00000041852	chr15	82808436	82987872	-	8245	0.107320759414782	7.13923583860248	4.77480774369866	7.7179103539935e-06	0.00130452223996045	3.4596850515731
Prag1	Prag1	ENSMUSG00000050271	chr8	36094828	36147787	+	9606	0.238349642816529	5.3568274431159	4.76190902418618	8.11460386002281e-06	0.00135026972931281	3.43201440275299
Epn2	Epn2	ENSMUSG00000001036	chr11	61517249	61579687	-	5228	0.125312194917769	7.2327179131513	4.75950166202512	8.19080716500693e-06	0.00135026972931281	3.40506489009275
Cirbp	Cirbp	ENSMUSG00000045193	chr10	80165985	80172786	+	2604	-0.313515638484454	5.87945794428805	-4.75500164548482	8.33512377907895e-06	0.00135730375392733	3.39237631466316
Tcta	Tcta	ENSMUSG00000039461	chr9	108302958	108306160	-	1838	-0.14123567941633	4.59365074988467	-4.75001390307468	8.4979733170406e-06	0.00136714985183666	3.42777487243718
Zkscan2	Zkscan2	ENSMUSG00000030757	chr7	123475384	123500449	-	8984	-0.309561500735224	5.47899710114717	-4.73187067842622	9.11687201702794e-06	0.00144925704813541	3.3271330687638
Zfp518a	Zfp518a	ENSMUSG00000049164	chr19	40894705	40917947	+	6840	-0.220290197922201	4.00813820234483	-4.72399747587603	9.39888481011596e-06	0.00147650951611151	3.34056656066848
Kmt5a	Kmt5a	ENSMUSG00000049327	chr5	124439930	124462308	+	5307	0.17170747051582	5.57133029100027	4.71225267562775	9.8354058564622e-06	0.00152664176620819	3.24538350338763
Uck2	Uck2	ENSMUSG00000026558	chr1	167222883	167285320	-	5464	0.192877709689809	5.0073431226018	4.70510372252575	1.01106982918688e-05	0.00152664176620819	3.24621004929144
Slc9a8	Slc9a8	ENSMUSG00000039463	chr2	167421712	167477000	+	9095	-0.156689427224875	5.61467482028006	-4.70434908105792	1.01401915405192e-05	0.00152664176620819	3.21776195322573
Efnb1	Efnb1	ENSMUSG00000031217	chrX	99136130	99148991	+	3452	0.353994103903095	4.09703845492781	4.70256981305694	1.02100612283184e-05	0.00152664176620819	3.26666376052933
Marf1	Marf1	ENSMUSG00000060657	chr16	14109173	14163351	-	10153	0.11243514732495	7.65386244292645	4.7005572920819	1.02896546812505e-05	0.00152664176620819	3.1981910715638
Fam222b	Fam222b	ENSMUSG00000037750	chr11	78094660	78156700	+	3490	0.115522319834505	5.48412696282262	4.6914310318674	1.06582248602187e-05	0.00156394809404945	3.1744502567314
Smg7	Smg7	ENSMUSG00000042772	chr1	152836995	152902646	-	6341	0.11139990189595	6.74925963484784	4.68847204763109	1.07804572543969e-05	0.00156468962736915	3.13929696960023
Cln6	Cln6	ENSMUSG00000032245	chr9	62838785	62852006	+	2434	-0.192570089266256	3.46561846882148	-4.68378843505893	1.09767225117639e-05	0.00157604489999552	3.16302865883044
Ttbk1	Ttbk1	ENSMUSG00000015599	chr17	46442448	46487675	-	14097	0.165121446996757	7.98067806689448	4.67886368442448	1.11868376734714e-05	0.00158912599419004	3.1254414153502
Srcin1	Srcin1	ENSMUSG00000038453	chr11	97509340	97576186	-	10980	0.17534569411508	9.02269944210879	4.67399378750074	1.13984541789504e-05	0.00160214272264762	3.12503258427687
Phf23	Phf23	ENSMUSG00000018572	chr11	69995777	70000009	+	3273	0.151086198119164	5.22310590646494	4.6693712635182	1.16029173039502e-05	0.00161389327874633	3.10639178628267
Il17ra	Il17ra	ENSMUSG00000002897	chr6	120463247	120487559	+	8662	0.400253094120274	4.26569234211682	4.66628511549558	1.17414029585641e-05	0.00161631911036811	3.13490214453127
Nfil3	Nfil3	ENSMUSG00000056749	chr13	52967209	52981073	-	2026	0.316171149113098	3.19606442993386	4.65299585967456	1.23563065818637e-05	0.00168360981415945	3.03766343457989
Zswim4	Zswim4	ENSMUSG00000035671	chr8	84210678	84237055	-	4625	0.16188824503404	4.58338686306299	4.64603533433038	1.26907460200785e-05	0.00169578514012138	3.05407083235995
Fam71e1	Fam71e1	ENSMUSG00000051113	chr7	44496581	44501486	+	2154	-0.369194327288739	2.32047563651624	-4.6458523307401	1.26996565574881e-05	0.00169578514012138	2.73667555890566
Ssh2	Ssh2	ENSMUSG00000037926	chr11	77216287	77460220	+	18519	0.0929505542014111	6.12362775555519	4.64101615456804	1.29373471864069e-05	0.00171041977208012	2.9694138215087
Rims4	Rims4	ENSMUSG00000035226	chr2	163859751	163918683	-	4962	0.296347468916013	6.91435649108442	4.63177180913538	1.34037744747123e-05	0.00173151108975354	2.93709019842252
Egr1	Egr1	ENSMUSG00000038418	chr18	34859823	34864984	+	4484	0.676556930835832	7.87199034216838	4.62899923007335	1.35468217151608e-05	0.00173151108975354	2.94630549239176
Plcl2	Plcl2	ENSMUSG00000038910	chr17	50509403	50688484	+	6626	0.234641215690041	6.10602735470359	4.62828317595854	1.35840057224997e-05	0.00173151108975354	2.92358923063488
Fam129b	Fam129b	ENSMUSG00000026796	chr2	32876114	32925254	+	4672	0.171019628984182	5.50817361393347	4.62767689341952	1.36155668706749e-05	0.00173151108975354	2.94099117537584
Nab2	Nab2	ENSMUSG00000025402	chr10	127660918	127668568	-	2941	0.392262728670622	5.2551044879753	4.62368666782623	1.38250691007451e-05	0.00173230842593228	2.93988007446521
Xylt1	Xylt1	ENSMUSG00000030657	chr7	117380979	117673580	+	9651	0.174963645180462	6.35505071588319	4.6226256724365	1.38813002003111e-05	0.00173230842593228	2.90003342822269
Mfhas1	Mfhas1	ENSMUSG00000070056	chr8	35587798	35679449	+	6666	0.14377562921298	5.93182366285958	4.61923421728566	1.40625355544142e-05	0.00173867627090826	2.89510986151411
Nxph3	Nxph3	ENSMUSG00000046719	chr11	95509845	95514570	-	2099	0.452667818007974	4.73344600964128	4.6080242011662	1.46780817662449e-05	0.0017981323470153	2.90771810226155
Fmnl1	Fmnl1	ENSMUSG00000055805	chr11	103171107	103198901	+	4886	0.353384851826942	6.77480134508761	4.60482001482136	1.48587795556877e-05	0.00180372075824634	2.83883519469741
Etv5	Etv5	ENSMUSG00000013089	chr16	22381309	22439719	-	4103	0.297902965355167	6.49327904960752	4.59896137964096	1.5194772774629e-05	0.00182789009783443	2.81509038856907
Midn	Midn	ENSMUSG00000035621	chr10	80148272	80158368	+	4307	0.307423085127101	6.09400496564171	4.56640210521173	1.72007343046295e-05	0.00204556293756465	2.70156407713126
Mn1	Mn1	ENSMUSG00000070576	chr5	111417362	111457033	+	6940	0.329746659117476	5.47304226147642	4.56472687885822	1.73106127420658e-05	0.00204556293756465	2.71815668596803
Flrt1	Flrt1	ENSMUSG00000047787	chr19	7092001	7105729	-	5872	0.160851195217495	5.36116113884	4.55674490793689	1.78435719153212e-05	0.00209004575250249	2.69517735139562
Rock2	Rock2	ENSMUSG00000020580	chr12	16894895	16987823	+	13897	0.182152329446425	7.8703065814905	4.5526070514765	1.8126087841112e-05	0.00210467522558582	2.67121803245543
Ppp2r5a	Ppp2r5a	ENSMUSG00000026626	chr1	191351975	191403272	-	9607	0.176163914802132	6.40185475964803	4.54862927795056	1.8401761148722e-05	0.00211826479843867	2.63468296955213
Ranbp2	Ranbp2	ENSMUSG00000003226	chr10	58446920	58494356	+	11728	0.09443870173763	7.25973956828971	4.5162500277301	2.0802167083677e-05	0.00237411399203709	2.52918554743752
Blnk	Blnk	ENSMUSG00000061132	chr19	40928927	40994535	-	5991	0.477167996011906	2.65905700868243	4.51295663493597	2.10626767665167e-05	0.00238347392257032	2.4579240370229
Ahdc1	Ahdc1	ENSMUSG00000037692	chr4	133011260	133078110	+	8444	0.152907278016999	6.45739928527325	4.50767353277328	2.14871915172992e-05	0.00241107956580249	2.48883559350925
Kcnip3	Kcnip3	ENSMUSG00000079056	chr2	127456498	127522094	-	3546	0.209998255967703	7.17694157590905	4.50378316908269	2.18050843844392e-05	0.00242512989514694	2.48290742266799
Slc6a15	Slc6a15	ENSMUSG00000019894	chr10	103367783	103419377	+	7752	-0.156112711216943	5.81739567371089	-4.50040889786005	2.20844927659886e-05	0.00242512989514694	2.47671156721398
Zkscan7	Zkscan7	ENSMUSG00000063488	chr9	122885685	122898618	+	7253	-0.259898848561805	2.85465546569923	-4.4995369562629	2.21572565871285e-05	0.00242512989514694	2.42768439741622
Srf	Srf	ENSMUSG00000015605	chr17	46548329	46556175	-	2893	0.213832870832418	5.31629452993109	4.49523514788629	2.25196576920943e-05	0.00243950291068278	2.48089369886653
Rnf165	Rnf165	ENSMUSG00000025427	chr18	77456110	77565161	-	10149	0.251015515621219	6.357185871468	4.49365792702054	2.26539624746996e-05	0.00243950291068278	2.43953052592157
Parn	Parn	ENSMUSG00000022685	chr16	13537960	13668170	-	5381	-0.140295585158393	4.74755741357098	-4.48701625652475	2.32280835291302e-05	0.0024813167949158	2.48894861125506
Igsf21	Igsf21	ENSMUSG00000040972	chr4	140026846	140246784	-	1979	0.293689678512085	5.87516529534861	4.47754732351801	2.40710354533228e-05	0.00255095663816047	2.39312217235185
Ssbp3	Ssbp3	ENSMUSG00000061887	chr4	106910701	107049694	+	6582	0.14521585548165	7.11655866249433	4.47031000817727	2.47352263379735e-05	0.00258047983292617	2.364067832018
Hivep1	Hivep1	ENSMUSG00000021366	chr13	42052021	42192537	+	9294	0.242920470299236	6.80123599420648	4.46731788907627	2.50149782233828e-05	0.00258047983292617	2.34892986743871
Smyd4	Smyd4	ENSMUSG00000018809	chr11	75348433	75405705	+	4329	-0.173001034365563	3.85696718836635	-4.46668908568178	2.50741573956594e-05	0.00258047983292617	2.44483814394184
Cc2d1b	Cc2d1b	ENSMUSG00000028582	chr4	108619940	108634123	+	4771	-0.195155062107423	5.09455952497881	-4.46511572660325	2.52228271069688e-05	0.00258047983292617	2.39391913777506
Sntb2	Sntb2	ENSMUSG00000041308	chr8	106935750	107019714	+	10350	0.271413711105609	5.15293752860041	4.46413558792003	2.5315873445168e-05	0.00258047983292617	2.38104282383075
Ece1	Ece1	ENSMUSG00000057530	chr4	137862237	137965229	+	5300	0.146079481318591	6.38216620445494	4.46029239800852	2.5683931748844e-05	0.00259816318668419	2.3213849193103
Ctnnd2	Ctnnd2	ENSMUSG00000022240	chr15	30172593	31029341	+	10316	0.134234180210844	8.0391219234977	4.45712209605958	2.59914436066449e-05	0.0026010803093257	2.33614016295032
Ppp1r3c	Ppp1r3c	ENSMUSG00000067279	chr19	36731731	36736653	-	2725	0.221001477801982	5.35578560843816	4.45372134629637	2.63252710759316e-05	0.0026010803093257	2.32957859131691
Smurf1	Smurf1	ENSMUSG00000038780	chr5	144876495	144965847	-	6336	0.150984004951093	6.15078552187187	4.45266552789046	2.64297551187755e-05	0.0026010803093257	2.29763129004497
Primpol	Primpol	ENSMUSG00000038225	chr8	46575594	46617212	-	6411	-0.254368898213431	2.76616882691288	-4.45014110997982	2.66812023387437e-05	0.0026010803093257	2.2557275466337
Shmt1	Shmt1	ENSMUSG00000020534	chr11	60788104	60811718	-	3883	-0.487173031931841	0.824537579697722	-4.45008580150375	2.66867372408913e-05	0.0026010803093257	1.48464015310344
Pwwp3a	Pwwp3a	ENSMUSG00000020156	chr10	80226434	80243903	+	10361	-0.125933721491258	5.32111539706959	-4.44578415596939	2.71206393762875e-05	0.00262421664921425	2.31039003144058
Zbtb25	Zbtb25	ENSMUSG00000056459	chr12	76347782	76369602	-	3131	-0.214613531272773	4.08684884494173	-4.43568337551326	2.81665090525842e-05	0.00269599399410818	2.34004474490689
Aacs	Aacs	ENSMUSG00000029482	chr5	125475814	125517410	+	3854	0.163595430190938	5.48729884488003	4.43297520063047	2.84534940577009e-05	0.00269599399410818	2.25243733325079
Mast2	Mast2	ENSMUSG00000003810	chr4	116306762	116464183	-	7645	0.134295285133757	7.3278522195432	4.43283764607438	2.84681459723847e-05	0.00269599399410818	2.23653633811692
Rnf19b	Rnf19b	ENSMUSG00000028793	chr4	129058271	129085886	+	2872	0.134578595311153	5.21461742740511	4.41540538062757	3.03852859197589e-05	0.00285728678089113	2.20819621374192
Tmem18	Tmem18	ENSMUSG00000043061	chr12	30584426	30591215	+	3257	-0.121225784916754	5.45950943157571	-4.41087556832298	3.09035558152767e-05	0.00288570056504468	2.18020542848862
Foxo6	Foxo6	ENSMUSG00000052135	chr4	120267079	120287349	-	2615	0.463759737459727	3.41783084273553	4.40585668452755	3.14877691824923e-05	0.00291983459648486	2.22544153883025
Rnf216	Rnf216	ENSMUSG00000045078	chr5	142990893	143112994	-	7182	0.0906580486542969	5.80398231524681	4.39781408030039	3.24462951844165e-05	0.0029872908014681	2.11574938696595
Ctnnd1	Ctnnd1	ENSMUSG00000034101	chr2	84600071	84650765	-	7319	0.131338256895486	6.68154562961262	4.39603049361119	3.26626568572113e-05	0.0029872908014681	2.09652116056914
Ccdc142	Ccdc142	ENSMUSG00000107499	chr6	83101601	83108394	+	3173	-0.308875357505214	2.74199384776662	-4.38870665533534	3.35658103878585e-05	0.0030490086129869	2.05117026865048
