gene_name_unique	gene_name	gene_id	seqnames	start	end	strand	exonic_length	logFC	AveExpr	t	P.Value	adj.P.Val	B
Ubxn4	Ubxn4	ENSMUSG00000026353	chr1	128243964	128279378	+	4659	0.129114274184221	6.26303913876551	5.74729284034414	1.48428275724603e-07	4.95490691437655e-05	7.16751155064964
Ppid	Ppid	ENSMUSG00000027804	chr3	79591342	79603650	+	4638	0.121957180848717	5.96507898606209	5.73667464965994	1.55222939332033e-07	5.05534611926984e-05	7.12985341679881
Zbtb40	Zbtb40	ENSMUSG00000060862	chr4	136979732	137048801	-	10710	0.30988234313629	4.11169713970856	5.72293066630091	1.64474124309512e-07	5.22910233786883e-05	7.10136902131102
Senp8	Senp8	ENSMUSG00000051705	chr9	59734259	59750710	-	3965	0.299290671963759	3.12998519488839	5.69638895598243	1.83901472514674e-07	5.71078223834521e-05	6.84371945369778
Klhl40	Klhl40	ENSMUSG00000074001	chr9	121777607	121783818	+	2501	-0.764619964044345	2.00720215177825	-5.66676754376961	2.08255832023816e-07	6.32009119321368e-05	6.16390875085725
Zfp239	Zfp239	ENSMUSG00000042097	chr6	117862100	117873291	+	4364	-0.207411491471753	5.11000908695906	-5.65060903849416	2.22851211906501e-07	6.6127382946389e-05	6.81332859721716
Cnbp	Cnbp	ENSMUSG00000030057	chr6	87842615	87851106	-	3036	-0.114160714663304	7.56072926032537	-5.64531813382966	2.27845490590719e-07	6.61395833882145e-05	6.76589940703299
Sertad2	Sertad2	ENSMUSG00000049800	chr11	20543253	20653021	+	6352	-0.270723971177921	5.02616068521788	-5.63848790592551	2.34455863386308e-07	6.66104073148376e-05	6.76844971608492
Smox	Smox	ENSMUSG00000027333	chr2	131491496	131525922	+	3894	0.268212967068943	5.74812549476217	5.60368622561074	2.71179062603908e-07	7.39203324151619e-05	6.6044103693477
Col4a1	Col4a1	ENSMUSG00000031502	chr8	11198423	11312826	-	7464	0.27248091024516	6.33081533463816	5.60361731106167	2.71257117377588e-07	7.39203324151619e-05	6.58914247346505
Mob1b	Mob1b	ENSMUSG00000006262	chr5	88720855	88764220	+	15033	-0.14992843039619	5.4254295222862	-5.59659298235181	2.79330051807685e-07	7.45978836357604e-05	6.58682394638891
Rad51c	Rad51c	ENSMUSG00000007646	chr11	87376645	87404954	-	4384	0.416050976635527	1.92827206232582	5.54778568079696	3.42326130705364e-07	8.96290357511514e-05	5.79333679542238
Wdfy2	Wdfy2	ENSMUSG00000014547	chr14	62837678	62961509	+	9185	0.172782483420635	5.36817572247501	5.53430686586192	3.62057078975001e-07	9.04665037507939e-05	6.34049352548073
Trappc13	Trappc13	ENSMUSG00000021711	chr13	104142149	104178469	-	3883	0.123473636978125	5.52522948798826	5.52527262978226	3.75902915459875e-07	9.04665037507939e-05	6.29868971675875
Zranb1	Zranb1	ENSMUSG00000030967	chr7	132931142	132986391	+	5472	-0.134766443780396	6.04493864124907	-5.52420958366634	3.77565955866691e-07	9.04665037507939e-05	6.27832590131644
Mpp4	Mpp4	ENSMUSG00000079550	chr1	59120935	59163389	-	7063	0.550898584714437	1.51191788804547	5.5215899626578	3.81695032531301e-07	9.04665037507939e-05	5.50287193053077
Sphk2	Sphk2	ENSMUSG00000057342	chr7	45709467	45718002	-	4159	0.180897888977624	4.87215895484104	5.51645823663873	3.89912692496671e-07	9.04665037507939e-05	6.28975312450582
Klc4	Klc4	ENSMUSG00000003546	chr17	46630624	46646022	-	2377	0.196576200785667	4.92309702791645	5.51459098107479	3.92945731744888e-07	9.04665037507939e-05	6.28049442458693
Nim1k	Nim1k	ENSMUSG00000095930	chr13	119710094	119755882	-	8466	-0.191525409476966	4.76172504034809	-5.51134052896057	3.98280920111421e-07	9.04665037507939e-05	6.27390742759259
Calr	Calr	ENSMUSG00000003814	chr8	84841850	84846934	-	2880	0.240650766679426	8.32297106317944	5.51046827054771	3.99724685186613e-07	9.04665037507939e-05	6.24107247795942
Ttc1	Ttc1	ENSMUSG00000041278	chr11	43729512	43748008	-	2032	0.140838216511577	5.32510016545912	5.45931777174266	4.94011030843897e-07	0.000108068543357511	6.04729453734397
Mettl3	Mettl3	ENSMUSG00000022160	chr14	52294841	52305128	-	5076	0.202446577322194	4.36949350182177	5.45773154929116	4.97259712118479e-07	0.000108068543357511	6.0712522316777
Lipa	Lipa	ENSMUSG00000024781	chr19	34492318	34527474	-	6780	0.238344352815891	4.69592364132849	5.45550907163751	5.01846789025965e-07	0.000108068543357511	6.05751497740362
Apcdd1	Apcdd1	ENSMUSG00000071847	chr18	62922231	62961179	+	12884	-0.323279556718298	5.332905386415	-5.45166841994333	5.09871806449724e-07	0.000108068543357511	6.01834680809145
Tef	Tef	ENSMUSG00000022389	chr15	81802421	81826863	+	7867	-0.170989605033702	8.55303852851918	-5.40818489813287	6.09995841510688e-07	0.000127269913620191	5.84142639734317
Mtdh	Mtdh	ENSMUSG00000022255	chr15	34082694	34145624	+	15347	-0.129799303370298	6.56093001069643	-5.37798120750191	6.90651786819522e-07	0.000140378533079082	5.69490795805569
Paip2	Paip2	ENSMUSG00000037058	chr18	35598617	35617187	+	3541	0.146791994936112	7.28183098101325	5.37685605028401	6.93850309534892e-07	0.000140378533079082	5.69789115725617
Sumo3	Sumo3	ENSMUSG00000020265	chr10	77606097	77618331	+	3660	-0.175302422870972	6.70185030982824	-5.3724343901049	7.0656125871296e-07	0.00014081660429245	5.67351607619785
Brinp1	Brinp1	ENSMUSG00000028351	chr4	68761514	68954397	-	6181	-0.342065992536806	7.57819420781392	-5.35027064342473	7.73797768514072e-07	0.000151948847102476	5.59875842528241
Tra2a	Tra2a	ENSMUSG00000029817	chr6	49243924	49264033	-	6945	0.315693167544796	7.06284098565161	5.33676782267902	8.17794978258887e-07	0.000158261106444796	5.53798299612066
Slc35b2	Slc35b2	ENSMUSG00000037089	chr17	45563874	45567671	+	3105	-0.191939947688037	4.57147540559003	-5.3303430861224	8.39581362236285e-07	0.000160156141856302	5.57703654814901
Fam49b	Fam49b	ENSMUSG00000022378	chr15	63929097	64060478	-	11412	-0.139560461868328	7.22887527596233	-5.32446711485038	8.60004447468346e-07	0.00016154083965316	5.49204769438827
Osbpl7	Osbpl7	ENSMUSG00000038534	chr11	97050628	97068904	+	5920	0.257472162071239	4.68773518512567	5.31839590592985	8.81617575061886e-07	0.00016154083965316	5.52498218438445
Pofut2	Pofut2	ENSMUSG00000020260	chr10	77259218	77269575	+	7878	0.17653505933251	4.87351611639278	5.31459524834577	8.95417732560647e-07	0.00016154083965316	5.50344669417248
Actr3b	Actr3b	ENSMUSG00000056367	chr5	25759997	25850688	+	2425	-0.272756415826326	6.61771624468376	-5.31300202701078	9.01265491312265e-07	0.00016154083965316	5.44099208435982
Hspa5	Hspa5	ENSMUSG00000026864	chr2	34771970	34777547	+	4229	0.360063644442502	7.69619510585705	5.31136071307523	9.07328912902495e-07	0.00016154083965316	5.44989942173686
Fam76a	Fam76a	ENSMUSG00000028878	chr4	132899213	132922558	-	3088	-0.14780954918602	5.82345931434675	-5.30412679227183	9.34532715159471e-07	0.0001641949387569	5.41953143555086
Ccar1	Ccar1	ENSMUSG00000020074	chr10	62743928	62792286	-	10562	0.164118368261876	5.76449646020402	5.29483377870785	9.70655506720468e-07	0.000168326791964135	5.38503235607977
Kif3a	Kif3a	ENSMUSG00000018395	chr11	53567379	53601967	+	3586	0.131929720478049	7.35572609338558	5.28461180125149	1.01197033785717e-06	0.000172638161947408	5.3392675887516
Tmem39a	Tmem39a	ENSMUSG00000002845	chr16	38558698	38592162	+	4094	0.241720034607368	3.87668388405552	5.28234222469557	1.0213745820299e-06	0.000172638161947408	5.39079348282862
Dok3	Dok3	ENSMUSG00000035711	chr13	55523231	55529296	-	2459	0.480975318038011	3.38077922336027	5.26036289625898	1.11699374966467e-06	0.000186005837685153	5.26981341295705
Washc4	Washc4	ENSMUSG00000034560	chr10	83543752	83596473	+	6098	0.153392970768457	5.76907498554437	5.25788228007356	1.12832119018178e-06	0.000186005837685153	5.24157268434064
Zfp983	Zfp983	ENSMUSG00000035868	chr17	21650624	21664966	+	4354	0.249449044850524	4.30470558840064	5.2172137291584	1.3308966641539e-06	0.000216699706171064	5.1499114266723
Flrt2	Flrt2	ENSMUSG00000047414	chr12	95692226	95785215	+	7721	-0.269000827636291	6.22962644095798	-5.21425180911471	1.34696889179947e-06	0.000216699706171064	5.06040735817022
Plod3	Plod3	ENSMUSG00000004846	chr5	136987019	136996648	+	4519	0.148929968457185	5.10816562171867	5.20588974469139	1.39337636613075e-06	0.000221497078773142	5.07322469175657
Uba5	Uba5	ENSMUSG00000032557	chr9	104046599	104063134	-	5832	0.131432747705153	5.72921936821293	5.19416681343662	1.46108090215715e-06	0.000229381968483051	4.99724634507287
Pnpla6	Pnpla6	ENSMUSG00000004565	chr8	3515384	3544267	+	9698	0.21452569604437	6.22226535281668	5.19143171557579	1.47733462813917e-06	0.000229381968483051	4.97175814770728
Carmil3	Carmil3	ENSMUSG00000022211	chr14	55490651	55508272	+	6457	0.387623406089682	6.02523555856996	5.17522056904657	1.57736815840838e-06	0.000242098816312956	4.91366943549066
Tbl1xr1	Tbl1xr1	ENSMUSG00000027630	chr3	22076652	22216594	+	8903	-0.161241845645216	6.4186171734407	-5.16358961117681	1.65319282257449e-06	0.000250853224543604	4.86245350014296
2610021A01Rik	2610021A01Rik	ENSMUSG00000091474	chr7	41599230	41628533	+	4857	0.183816648971534	4.25588644069368	5.15309486988115	1.72466353799911e-06	0.000258757665425866	4.90865881346186
Pdia4	Pdia4	ENSMUSG00000025823	chr6	47796141	47813430	-	2399	0.283392534463617	5.24843502977159	5.14946664003035	1.75006866109568e-06	0.000259651853684562	4.84845839891513
Spaar	Spaar	ENSMUSG00000028475	chr4	43730034	43759462	+	5195	0.523330406837412	1.4161961873952	5.13010254706424	1.89197378712461e-06	0.000277621164609614	4.17167791433716
Mfsd4a	Mfsd4a	ENSMUSG00000059149	chr1	132022806	132068062	-	7187	-0.365846033480829	6.17949836877203	-5.12572879858189	1.92555118698164e-06	0.00027947701086702	4.72228186417079
Btbd6	Btbd6	ENSMUSG00000002803	chr12	112976482	112978945	+	2324	-0.169035475189479	5.23147848611077	-5.119445272783	1.97481222217823e-06	0.000281777699982746	4.73763092733047
Ceacam1	Ceacam1	ENSMUSG00000074272	chr7	25461707	25477603	-	5806	0.356273924236594	2.1821903394891	5.11833960182179	1.98360696460557e-06	0.000281777699982746	4.44210013982472
Arfgap1	Arfgap1	ENSMUSG00000027575	chr2	180967225	180982526	+	5367	-0.161425499976157	6.67214746345992	-5.10220453179712	2.1163911269642e-06	0.00029747548124582	4.62662124510684
Stip1	Stip1	ENSMUSG00000024966	chr19	7020702	7039967	-	2108	0.237589511059464	7.34445145969887	5.08643129916688	2.25458195461703e-06	0.000305517083288137	4.57582119016125
Rbm14	Rbm14	ENSMUSG00000006456	chr19	4800569	4811634	-	3910	0.168917478929703	5.08725010773086	5.08550672567199	2.26295034604352e-06	0.000305517083288137	4.6163960334647
Gtdc1	Gtdc1	ENSMUSG00000036890	chr2	44564412	44927657	-	7928	-0.327801963673193	5.44987067321606	-5.0826549249821	2.28895395032494e-06	0.000305517083288137	4.58593096568333
Tubgcp4	Tubgcp4	ENSMUSG00000027263	chr2	121170654	121198770	+	8395	0.172112315233441	5.10199919479326	5.08036585185712	2.31003754481505e-06	0.000305517083288137	4.59527697746597
Zfp933	Zfp933	ENSMUSG00000059423	chr4	147822986	147848366	-	4270	0.288324338695896	4.51905024509461	5.07883115842222	2.32427907068812e-06	0.000305517083288137	4.61968333346549
Dock3	Dock3	ENSMUSG00000039716	chr9	106892825	107231909	-	14448	-0.211541233135225	8.4872539698741	-5.07553133520161	2.35519176734576e-06	0.000305517083288137	4.55675449667615
Arl4a	Arl4a	ENSMUSG00000047446	chr12	40005447	40038025	-	7701	-0.262714595360222	5.05906932303777	-5.0753701698009	2.35671181109402e-06	0.000305517083288137	4.58042110371256
Dazap1	Dazap1	ENSMUSG00000069565	chr10	80261486	80288408	+	2944	0.182361188752208	5.98855424416933	5.07370961441781	2.37242940922003e-06	0.000305517083288137	4.52626121509662
Creld2	Creld2	ENSMUSG00000023272	chr15	88819646	88826683	+	1366	0.22882938380727	3.79338009711972	5.07296365162142	2.37952345255495e-06	0.000305517083288137	4.6069661572738
Rpl5	Rpl5	ENSMUSG00000058558	chr5	107900502	107909005	+	3920	-0.136908994113825	7.12768197748421	-5.05960654520773	2.51011438589154e-06	0.000312448962418571	4.46942434232204
Ufc1	Ufc1	ENSMUSG00000062963	chr1	171288563	171295024	-	2070	-0.126177562203632	5.5442237734789	-5.05841879632089	2.52206030895245e-06	0.000312448962418571	4.48790905528055
Ubtd2	Ubtd2	ENSMUSG00000044949	chr11	32455370	32516687	+	1012	-0.268537669348814	3.66804630834483	-5.0579673827331	2.52661500832855e-06	0.000312448962418571	4.54531971856654
Mat2b	Mat2b	ENSMUSG00000042032	chr11	40679314	40695203	-	5001	-0.298821259475353	6.65286851687844	-5.05791846046056	2.52710910965369e-06	0.000312448962418571	4.45788804315593
Ash1l	Ash1l	ENSMUSG00000028053	chr3	88950622	89079375	+	14838	-0.109656606845589	7.66269611032289	-5.05146234211356	2.59314930000793e-06	0.000317190885760206	4.44900279783054
Plcd4	Plcd4	ENSMUSG00000026173	chr1	74542888	74567794	+	7045	0.297401173014267	4.34540965751469	5.04955592237208	2.61297067577494e-06	0.000317190885760206	4.51922994665781
Tonsl	Tonsl	ENSMUSG00000059323	chr15	76626002	76639958	-	4956	0.368573821052487	3.01650801373896	5.04281012430837	2.68430372260975e-06	0.000319962597322772	4.41153318921105
Klhl28	Klhl28	ENSMUSG00000020948	chr12	64938833	64965534	-	7257	0.165877583268917	5.20462060135127	5.04100243931969	2.70373999167725e-06	0.000319962597322772	4.44004840497142
Pcyt2	Pcyt2	ENSMUSG00000025137	chr11	120610087	120617936	-	4346	0.14290264628053	6.31668313334223	5.04063669521395	2.70768917078359e-06	0.000319962597322772	4.39300727995172
Gga1	Gga1	ENSMUSG00000033128	chr15	78877190	78894585	+	3765	0.123484954300261	6.39032738524277	5.02452824874578	2.88732537409112e-06	0.000335996222128382	4.33087045342023
Crip3	Crip3	ENSMUSG00000023968	chr17	46428926	46431776	+	1520	0.626938348807126	1.03598647005665	5.02397484520591	2.89369920952325e-06	0.000335996222128382	3.63397422636875
Hyou1	Hyou1	ENSMUSG00000032115	chr9	44379490	44392369	+	7230	0.202515667689399	6.96201306818292	5.0209565914224	2.92870463125312e-06	0.000337129249492438	4.32005819433134
Vps29	Vps29	ENSMUSG00000029462	chr5	122354369	122364984	+	6148	-0.104070912557637	6.49551377754529	-5.00840115208329	3.07881309810729e-06	0.000348906042832557	4.26951350404394
Mettl16	Mettl16	ENSMUSG00000010554	chr11	74770830	74828525	+	13817	0.240000385289208	5.31778090332996	5.0080375203575	3.08327065485222e-06	0.000348906042832557	4.3091051640694
Fxr1	Fxr1	ENSMUSG00000027680	chr3	34019943	34070322	+	6553	0.147020242661136	6.33749622667737	5.00461448370305	3.12554182636475e-06	0.000350717310986962	4.25601905177263
Prpsap1	Prpsap1	ENSMUSG00000015869	chr11	116470845	116494202	-	3407	0.15811987782133	5.59603091155798	5.00189098602717	3.15957814845302e-06	0.00035158205846911	4.2703736945816
Bcl2l15	Bcl2l15	ENSMUSG00000044165	chr3	103832601	103854618	+	2714	0.629861760356723	1.51257453918909	4.99738364183035	3.21670445143805e-06	0.00035498061603349	3.75492863443584
Spred3	Spred3	ENSMUSG00000037239	chr7	29158829	29170411	-	6218	0.243460418947921	5.89216466538846	4.98567320230697	3.36987816116502e-06	0.000365244440452932	4.19532100581359
Napa	Napa	ENSMUSG00000006024	chr7	16098458	16117975	+	3786	-0.167578961252747	7.71315880477009	-4.98506201091504	3.37806518488424e-06	0.000365244440452932	4.19896534230733
Cirbp	Cirbp	ENSMUSG00000045193	chr10	80165985	80172786	+	2604	-0.344366528329837	5.87945794428805	-4.98404209305948	3.39177043482091e-06	0.000365244440452932	4.19227304096661
Dis3l	Dis3l	ENSMUSG00000032396	chr9	64306756	64341288	-	5458	0.129303631162251	5.04974420904904	4.97764485402234	3.47898032891393e-06	0.000371638594655902	4.21130908072778
Psmf1	Psmf1	ENSMUSG00000032869	chr2	151715812	151744186	-	6441	-0.153018523537706	5.15613458756893	-4.97114040476741	3.569894953393e-06	0.000376288402573416	4.18176454967005
Eif2a	Eif2a	ENSMUSG00000027810	chr3	58525821	58557501	+	6118	-0.108233350408696	5.28871921309104	-4.96899652604004	3.60036562868735e-06	0.000376288402573416	4.16563086098606
Pxk	Pxk	ENSMUSG00000033885	chr14	8098211	8165117	+	4042	0.212880051954325	5.71590642532958	4.96852871228769	3.60704826850874e-06	0.000376288402573416	4.13885261570048
Col4a2	Col4a2	ENSMUSG00000031503	chr8	11312805	11449287	+	6619	0.261483097695565	6.51652197260076	4.96446590604871	3.66559617644375e-06	0.000379431827473282	4.1031794156579
Rexo4	Rexo4	ENSMUSG00000052406	chr2	26953563	26964386	-	3662	0.16704363608026	5.68356409146955	4.9577345579795	3.76464713081032e-06	0.000381190009797346	4.09899000926842
Josd2	Josd2	ENSMUSG00000038695	chr7	44467980	44471662	+	2633	0.221683059152455	5.89849665644909	4.95660739883391	3.78148649431313e-06	0.000381190009797346	4.08553944192498
Abhd2	Abhd2	ENSMUSG00000039202	chr7	79273199	79365508	+	10573	-0.273154363917161	7.55318303758545	-4.95603205865423	3.79011018897958e-06	0.000381190009797346	4.08635836221831
Hsf1	Hsf1	ENSMUSG00000022556	chr15	76477422	76501913	+	7099	0.15293721282237	5.2407004376406	4.95558860747597	3.7967701118136e-06	0.000381190009797346	4.11610203268316
Mlec	Mlec	ENSMUSG00000048578	chr5	115142981	115158179	-	6007	0.207141811128112	7.24531524833517	4.95201336993341	3.85088325393277e-06	0.000383737642460927	4.06465198328037
Wdcp	Wdcp	ENSMUSG00000051721	chr12	4843303	4860043	+	5891	0.251874611348426	3.98886063128392	4.94400734131171	3.97480270679207e-06	0.000391278371586225	4.13537009475903
Folh1	Folh1	ENSMUSG00000001773	chr7	86718977	86775943	-	3210	0.373447732122238	3.55722092885686	4.94159269230014	4.01293507006555e-06	0.000391278371586225	4.11406787665196
Srsf10	Srsf10	ENSMUSG00000028676	chr4	135855747	135869908	+	7003	0.128168491020191	6.11509067301823	4.94149634776497	4.01446393374618e-06	0.000391278371586225	4.02210953006799
Prpf4b	Prpf4b	ENSMUSG00000021413	chr13	34875302	34906064	+	8430	0.143002919592175	6.6062356619887	4.93503115946987	4.11836717374897e-06	0.000398496788920797	3.99234282706669
Tmc4	Tmc4	ENSMUSG00000019734	chr7	3665790	3677553	-	4280	0.484633173398636	2.76893249217414	4.92715764234855	4.24845113761792e-06	0.000408126388781382	3.96330519278559
Slc22a4	Slc22a4	ENSMUSG00000020334	chr11	53983123	54028090	-	2553	0.388244306850558	3.76434523202699	4.91795689918089	4.40554634178327e-06	0.000420194716441657	4.03863414314696
Tceal6	Tceal6	ENSMUSG00000031409	chrX	135208687	135210687	-	1114	-0.151489149919734	5.84586046580209	-4.91428268372491	4.46985130259465e-06	0.000423304428677634	3.92968266472555
Ubap2	Ubap2	ENSMUSG00000028433	chr4	41194313	41275144	-	4802	0.112164346107432	5.89692232625542	4.91176799582514	4.51438931409085e-06	0.000424511552894755	3.91794515441194
Epm2a	Epm2a	ENSMUSG00000055493	chr10	11343404	11459644	+	3287	-0.14176978036634	5.20823416917596	-4.89801494032446	4.7657347791911e-06	0.000445012982563208	3.90560890268883
Arrb2	Arrb2	ENSMUSG00000060216	chr11	70432635	70440828	+	2845	0.167730118655771	5.35645086797934	4.89254587491663	4.869433007072e-06	0.000451421733004711	3.87453687230872
Casc3	Casc3	ENSMUSG00000078676	chr11	98804905	98833814	+	4303	0.110608117986895	6.32687021797485	4.89085268990065	4.9019809245625e-06	0.000451421733004711	3.82819946613599
Nudt18	Nudt18	ENSMUSG00000045211	chr14	70577637	70582688	+	4440	-0.179306795874695	4.94105849129546	-4.88757563244064	4.96557910098876e-06	0.00045414642284591	3.88463412899465
